order_id,order_ts,region,channel,category,sku,qty,unit_price,currency,status,campaign,customer_id
10254,2026-09-03 14:55:07,EU,app,home,LM-HOME-194,2,69.34,USD,paid,,C1705
10255,2026-09-03 06:52:13,US,marketplace,sports,LM-SPRT-168,2,46.92,USD,paid,organic,C1611
10256,2026-09-03 16:57:43,US,app,beauty,LM-BEAU-196,1,75.48,USD,paid,affiliate,C1940
10257,2026-09-03 07:09:45,APAC,app,beauty,LM-BEAU-197,1,170.88,USD,paid,affiliate,C1501
10258,2026-09-03 20:50:56,US,store,beauty,LM-BEAU-165,2,95.35,USD,paid,organic,C1711
10259,2026-09-03 18:00:55,US,store,beauty,LM-BEAU-181,2,228.48,USD,paid,organic,C1870
10260,2026-09-03 06:31:17,APAC,marketplace,sports,LM-SPRT-143,2,58.93,USD,paid,,C1591
10261,2026-09-03 01:06:40, us,web,grocery,LM-GROC-115,1,215.5,USD,paid,retarget,C1451
10262,2026-09-03 20:19:10,APAC,web,grocery,LM-GROC-183,1,239.0,USD,paid,organic,C1256
10263,2026-09-03 23:44:48,EU,store,electronics,LM-ELEC-183,1,100.25,USD,paid,spring_push,C1720
10264,2026-09-03 07:33:43, us,web,electronics,LM-ELEC-101,2,26.54,USD,refunded,organic,C1836
10265,2026-09-03 12:05:46,US,web,grocery,LM-GROC-140,1,119.09,USD,paid,organic,C1902
10266,2026-09-03 04:04:33,eu ,web,grocery,LM-GROC-178,1,157.02,USD,cancelled,retarget,C1450
10267,2026-09-03 21:28:55,EU,web,electronics,LM-ELEC-112,1,221.46,USD,refunded,retarget,C1770
10268,2026-09-03 04:15:17,US,app,grocery,LM-GROC-170,1,231.49,USD,paid,,C1614
10269,2026-09-03 09:13:33,eu ,app,beauty,LM-BEAU-195,1,204.79,USD,cancelled,affiliate,C1302
10270,2026-09-03 15:40:38,US,web,electronics,LM-ELEC-146,2,97.83,USD,paid,organic,C1135
10271,2026-09-03 05:48:30,US,web,sports,LM-SPRT-175,2,93.09,USD,cancelled,spring_push,C1014
10272,2026-09-03 16:18:40,eu ,store,home,LM-HOME-154,1,228.12,USD,paid,affiliate,C1084
10273,2026-09-03 09:05:32,EU,app,sports,LM-SPRT-168,3,43.85,USD,paid,organic,C1400
10274,2026-09-03 07:03:15,US,store,home,LM-HOME-114,1,170.24,USD,cancelled,affiliate,C1626
10275,2026-09-03 04:44:00,EU,store,beauty,LM-BEAU-144,1,36.15,USD,cancelled,,C1529
10276,2026-09-03 08:46:56,US,web,beauty,LM-BEAU-142,1,94.59,USD,cancelled,affiliate,C1278
10277,2026-09-03 14:32:23,US,store,beauty,LM-BEAU-172,3,153.77,USD,paid,retarget,C1376
10278,2026-09-03 07:47:32,US,web,home,LM-HOME-101,3,164.56,USD,paid,retarget,C1047
10279,2026-09-03 17:51:58, us,app,grocery,LM-GROC-141,1,49.93,USD,paid,retarget,C1426
10280,2026-09-03 11:07:32,US,app,beauty,LM-BEAU-128,1,199.72,USD,refunded,,C1047
10281,2026-09-03 10:05:35, us,web,home,LM-HOME-147,2,208.99,USD,paid,retarget,C1298
10282,2026-09-03 18:31:49,EU,app,beauty,LM-BEAU-119,3,64.66,USD,paid,spring_push,C1954
10283,2026-09-03 00:21:00, us,marketplace,electronics,LM-ELEC-113,3,88.7,USD,cancelled,retarget,C1542
10284,2026-09-03 22:17:05,US,app,grocery,LM-GROC-166,2,231.01,USD,paid,affiliate,C1717
10285,2026-09-03 04:40:52, us,web,grocery,LM-GROC-175,1,142.95,USD,refunded,,C1063
10286,2026-09-03 12:44:53,APAC,marketplace,electronics,LM-ELEC-157,1,76.02,USD,paid,organic,C1239
10287,2026-09-03 03:09:06,EU,store,electronics,LM-ELEC-159,1,189.06,USD,refunded,organic,C1416
10288,2026-09-03 08:54:07,US,app,beauty,LM-BEAU-187,1,113.12,USD,paid,organic,C1846
10289,2026-09-03 04:05:45,EU,marketplace,sports,LM-SPRT-150,1,58.28,USD,paid,,C1050
10290,2026-09-03 14:35:47,eu ,app,beauty,LM-BEAU-112,1,15.7,USD,paid,affiliate,C1104
10291,2026-09-03 04:12:52, us,marketplace,electronics,LM-ELEC-187,1,11.27,USD,paid,spring_push,C1596
10292,2026-09-03 20:28:51,EU,web,home,LM-HOME-142,1,239.34,USD,paid,spring_push,C1043
10293,2026-09-03 23:25:31,US,store,home,LM-HOME-187,1,222.44,USD,paid,affiliate,C1176
10294,2026-09-03 01:39:39,eu ,app,electronics,LM-ELEC-182,1,73.29,USD,paid,organic,C1510
10295,2026-09-03 12:08:26,EU,app,sports,LM-SPRT-180,2,N/A,USD,paid,,C1813
10296,2026-09-03 11:58:36,eu ,marketplace,grocery,LM-GROC-149,1,N/A,USD,paid,organic,C1184
10297,2026-09-03 01:51:30,eu ,marketplace,sports,LM-SPRT-198,1,15.28,USD,paid,,C1238
10298,2026-09-03 17:52:50,US,app,home,LM-HOME-173,1,160.56,USD,paid,affiliate,C1363
10299,2026-09-03 23:44:22,eu ,web,electronics,LM-ELEC-190,1,63.26,USD,paid,organic,C1970
10300,2026-09-03 17:19:11, us,web,electronics,LM-ELEC-111,3,228.05,USD,paid,spring_push,C1238
10301,2026-09-03 19:12:51,EU,marketplace,home,LM-HOME-191,3,119.15,USD,paid,retarget,C1940
10302,2026-09-03 22:58:09,US,marketplace,beauty,LM-BEAU-109,1,13.57,USD,refunded,organic,C1721
10303,2026-09-03 10:08:10, us,store,grocery,LM-GROC-183,3,31.89,USD,paid,organic,C1178
10304,2026-09-03 21:37:52,EU,store,sports,LM-SPRT-139,3,190.69,USD,paid,organic,C1130
10305,2026-09-03 01:11:38,APAC,app,home,LM-HOME-181,3,99.16,USD,refunded,,C1106
10306,2026-09-03 11:20:10,US,marketplace,electronics,LM-ELEC-157,1,181.05,USD,paid,spring_push,C1271
10307,2026-09-03 23:00:03, us,store,home,LM-HOME-193,1,67.92,USD,paid,affiliate,C1992
10308,2026-09-03 17:24:06, us,app,grocery,LM-GROC-120,2,212.63,USD,paid,affiliate,C1075
10309,2026-09-03 03:04:21,EU,store,home,LM-HOME-120,1,13.15,USD,paid,spring_push,C1560
10310,2026-09-03 15:45:01, us,app,home,LM-HOME-177,1,146.02,USD,refunded,affiliate,C1160
10311,2026-09-03 22:35:46,eu ,marketplace,beauty,LM-BEAU-184,1,234.07,USD,paid,organic,C1304
10312,2026-09-03 04:03:23,US,store,home,LM-HOME-111,2,140.86,USD,paid,organic,C1843
10313,2026-09-03 06:10:40,APAC,web,sports,LM-SPRT-160,2,54.72,USD,paid,spring_push,C1315
10314,2026-09-03 02:41:34, us,app,grocery,LM-GROC-147,2,215.66,USD,paid,affiliate,C1378
10315,2026-09-03 07:53:17,eu ,web,home,LM-HOME-119,1,110.3,USD,paid,spring_push,C1087
10316,2026-09-03 07:35:03, us,store,sports,LM-SPRT-168,2,233.22,USD,refunded,affiliate,C1586
10317,2026-09-03 01:32:36,eu ,app,grocery,LM-GROC-115,1,26.78,USD,cancelled,affiliate,C1177
10318,2026-09-03 01:27:05, us,app,electronics,LM-ELEC-180,1,195.66,USD,paid,retarget,C1854
10319,2026-09-03 12:35:20,APAC,store,beauty,LM-BEAU-101,1,28.65,USD,refunded,,C1601
10320,2026-09-03 18:37:37,US,web,grocery,LM-GROC-172,1,104.44,USD,paid,spring_push,C1804
10321,2026-09-03 12:41:31,eu ,store,sports,LM-SPRT-104,1,211.73,USD,paid,retarget,C1282
10322,2026-09-03 01:25:56,APAC,app,sports,LM-SPRT-106,3,166.11,USD,paid,affiliate,C1942
10323,2026-09-03 09:17:53, us,web,beauty,LM-BEAU-129,1,86.72,USD,paid,retarget,C1307
10324,2026-09-03 19:41:05,EU,store,grocery,LM-GROC-127,1,70.87,USD,paid,affiliate,C1758
10325,2026-09-03 05:04:19,eu ,store,sports,LM-SPRT-117,1,198.57,USD,refunded,,C1900
10326,2026-09-03 01:15:02, us,web,electronics,LM-ELEC-146,1,211.1,USD,paid,retarget,C1280
10327,2026-09-03 21:01:15,APAC,store,grocery,LM-GROC-176,3,100.39,USD,paid,affiliate,C1181
10328,2026-09-03 05:53:57,APAC,web,grocery,LM-GROC-136,3,136.13,USD,paid,spring_push,C1395
10329,2026-09-03 07:43:13,APAC,store,sports,LM-SPRT-165,1,206.92,USD,cancelled,spring_push,C1885
10330,2026-09-03 05:38:51,US,app,home,LM-HOME-132,2,219.52,USD,cancelled,,C1824
10331,2026-09-03 14:16:13, us,marketplace,beauty,LM-BEAU-186,2,215.8,USD,paid,,C1844
10332,2026-09-03 11:35:41,eu ,marketplace,sports,LM-SPRT-138,1,10.2,USD,cancelled,spring_push,C1493
10333,2026-09-03 20:45:57,APAC,app,beauty,LM-BEAU-119,1,207.94,USD,paid,,C1783
10334,2026-09-03 21:08:46,US,store,home,LM-HOME-137,3,102.05,USD,paid,organic,C1928
10335,2026-09-03 06:21:46,EU,store,grocery,LM-GROC-185,1,143.47,USD,refunded,organic,C1519
10336,2026-09-03 15:08:47,APAC,app,electronics,LM-ELEC-187,3,50.43,USD,paid,organic,C1670
10337,2026-09-03 13:50:56,APAC,marketplace,beauty,LM-BEAU-133,1,180.78,USD,paid,,C1301
10338,2026-09-03 18:37:39,US,store,home,LM-HOME-124,2,20.93,USD,cancelled,,C1122
10339,2026-09-03 04:08:12,APAC,store,grocery,LM-GROC-172,3,77.57,USD,paid,affiliate,C1146
10340,2026-09-03 05:20:40,US,web,electronics,LM-ELEC-157,1,121.37,USD,cancelled,organic,C1214
10341,2026-09-03 02:08:39, us,store,electronics,LM-ELEC-151,3,185.48,USD,paid,affiliate,C1988
10342,2026-09-03 11:00:57,APAC,app,home,LM-HOME-102,1,132.07,USD,cancelled,spring_push,C1641
10343,2026-09-03 12:32:37,APAC,app,electronics,LM-ELEC-108,1,80.75,USD,paid,spring_push,C1305
10344,2026-09-03 13:56:43,EU,marketplace,grocery,LM-GROC-162,3,146.56,USD,paid,organic,C1768
10345,2026-09-03 04:13:46,US,app,grocery,LM-GROC-115,1,61.38,USD,cancelled,organic,C1728
10346,2026-09-03 17:39:03,eu ,web,home,LM-HOME-184,2,211.42,USD,paid,spring_push,C1669
10347,2026-09-03 03:35:16, us,app,home,LM-HOME-126,1,104.98,USD,paid,spring_push,C1308
10348,2026-09-03 22:08:26,US,web,home,LM-HOME-136,3,71.0,USD,refunded,spring_push,C1803
10349,2026-09-03 16:12:22, us,marketplace,electronics,LM-ELEC-120,3,54.74,USD,paid,spring_push,C1561
10350,2026-09-03 00:42:05,US,store,electronics,LM-ELEC-119,2,85.03,USD,paid,spring_push,C1798
10351,2026-09-03 09:16:29,US,web,home,LM-HOME-122,1,157.66,USD,paid,spring_push,C1872
10352,2026-09-03 01:00:54,EU,app,beauty,LM-BEAU-142,2,179.47,USD,paid,organic,C1915
10353,2026-09-03 11:52:21,EU,web,sports,LM-SPRT-151,1,211.87,USD,paid,affiliate,C1985
10354,2026-09-03 05:07:08,US,app,grocery,LM-GROC-113,2,193.68,USD,cancelled,affiliate,C1933
10355,2026-09-03 11:39:01,EU,store,sports,LM-SPRT-162,2,50.46,USD,paid,spring_push,C1908
10356,2026-09-03 00:45:55,eu ,app,home,LM-HOME-185,1,69.06,USD,paid,organic,C1531
,2026-09-03 07:30:22, us,app,sports,LM-SPRT-171,1,108.7,USD,cancelled,,C1055
10358,2026-09-03 05:04:48, us,marketplace,electronics,LM-ELEC-130,3,205.01,USD,paid,organic,C1993
10359,2026-09-03 12:52:15,US,store,sports,LM-SPRT-156,1,135.94,USD,paid,,C1458
10360,2026-09-04 23:41:01,US,store,grocery,LM-GROC-152,1,35.98,USD,paid,spring_push,C1570
10361,2026-09-04 09:56:32,eu ,app,home,LM-HOME-183,3,231.47,USD,cancelled,affiliate,C1973
10362,2026-09-04 17:49:39,eu ,store,home,LM-HOME-191,1,203.96,USD,paid,organic,C1733
10363,2026-09-04 20:51:18,eu ,marketplace,home,LM-HOME-189,1,9.01,USD,paid,spring_push,C1046
10364,2026-09-04 23:26:06,APAC,app,grocery,LM-GROC-124,1,198.76,USD,cancelled,spring_push,C1952
10365,2026-09-04 22:21:06, us,web,electronics,LM-ELEC-181,2,199.38,USD,paid,,C1126
10366,2026-09-04 04:31:00,eu ,web,grocery,LM-GROC-170,2,160.93,USD,refunded,affiliate,C1858
10367,2026-09-04 23:52:08,US,store,sports,LM-SPRT-184,1,168.66,USD,paid,,C1620
10368,2026-09-04 22:48:15,APAC,store,sports,LM-SPRT-143,2,105.42,USD,refunded,organic,C1463
10369,2026-09-04 16:19:53,eu ,marketplace,electronics,LM-ELEC-191,2,147.98,USD,cancelled,,C1647
10370,2026-09-04 11:58:43,EU,app,electronics,LM-ELEC-164,3,173.88,USD,cancelled,,C1710
10371,2026-09-04 18:42:45, us,marketplace,home,LM-HOME-154,1,138.67,USD,refunded,spring_push,C1535
10372,2026-09-04 06:17:48,EU,marketplace,grocery,LM-GROC-187,1,20.78,USD,paid,organic,C1149
10373,2026-09-04 11:52:28,US,app,beauty,LM-BEAU-195,1,182.96,USD,paid,,C1398
10374,2026-09-04 13:50:43,APAC,web,beauty,LM-BEAU-101,1,222.98,USD,paid,organic,C1207
10375,2026-09-04 22:41:23,eu ,app,grocery,LM-GROC-199,1,219.51,USD,cancelled,retarget,C1301
10376,2026-09-04 16:07:24,US,store,home,LM-HOME-135,1,231.31,USD,cancelled,,C1270
10377,2026-09-04 22:59:09,US,app,sports,LM-SPRT-141,1,9.81,USD,paid,,C1052
10378,2026-09-04 17:22:04,APAC,app,sports,LM-SPRT-123,1,122.06,USD,refunded,,C1069
10379,2026-09-04 02:22:14,EU,marketplace,electronics,LM-ELEC-142,2,134.22,USD,paid,organic,C1300
10380,2026-09-04 20:00:07,APAC,store,sports,LM-SPRT-130,3,118.43,USD,refunded,,C1940
10381,2026-09-04 12:16:34,APAC,web,home,LM-HOME-166,1,96.79,USD,paid,organic,C1526
,2026-09-04 06:20:32,US,web,grocery,LM-GROC-121,2,18.65,USD,cancelled,,C1546
10383,2026-09-04 21:27:53,US,app,home,LM-HOME-168,1,163.68,USD,paid,affiliate,C1662
10384,2026-09-04 10:02:05,US,web,home,LM-HOME-122,1,14.0,USD,cancelled,organic,C1571
,2026-09-04 20:25:27,APAC,web,electronics,LM-ELEC-149,1,102.87,USD,paid,spring_push,C1547
10386,2026-09-04 01:44:54,US,marketplace,sports,LM-SPRT-164,1,183.5,USD,refunded,spring_push,C1296
10387,2026-09-04 12:25:52,US,store,beauty,LM-BEAU-120,3,28.53,USD,paid,,C1225
10388,2026-09-04 04:19:43,APAC,web,grocery,LM-GROC-170,3,76.79,USD,cancelled,,C1144
10389,2026-09-04 17:05:19,EU,marketplace,home,LM-HOME-127,3,146.63,USD,refunded,affiliate,C1927
10390,2026-09-04 19:53:16,EU,web,sports,LM-SPRT-123,1,45.76,USD,paid,,C1872
10391,2026-09-04 09:42:04,APAC,web,sports,LM-SPRT-125,2,157.74,USD,paid,,C1498
10392,2026-09-04 03:18:39,US,app,beauty,LM-BEAU-140,1,163.9,USD,paid,affiliate,C1461
10393,2026-09-04 11:51:20, us,app,beauty,LM-BEAU-100,3,43.78,USD,refunded,organic,C1252
10394,2026-09-04 21:46:21, us,store,grocery,LM-GROC-157,1,202.99,USD,paid,organic,C1793
10395,2026-09-04 02:53:17,EU,app,sports,LM-SPRT-133,1,49.19,USD,refunded,spring_push,C1744
10396,2026-09-04 18:25:49,eu ,app,home,LM-HOME-104,3,154.72,USD,refunded,,C1266
10397,2026-09-04 11:25:14,eu ,marketplace,sports,LM-SPRT-117,2,159.88,USD,paid,affiliate,C1513
10398,2026-09-04 07:54:51,eu ,app,grocery,LM-GROC-196,1,124.75,USD,cancelled,,C1143
10399,2026-09-04 04:47:46, us,marketplace,electronics,LM-ELEC-105,3,228.13,USD,cancelled,retarget,C1779
10400,2026-09-04 21:13:33,APAC,store,home,LM-HOME-160,1,94.02,USD,paid,affiliate,C1902
10401,2026-09-04 20:53:17,APAC,app,beauty,LM-BEAU-148,1,171.41,USD,refunded,affiliate,C1374
10402,2026-09-04 16:25:22,APAC,store,home,LM-HOME-161,3,66.74,USD,paid,,C1006
10403,2026-09-04 16:41:17,EU,app,electronics,LM-ELEC-123,2,46.84,USD,paid,retarget,C1370
10404,2026-09-04 23:07:30, us,store,home,LM-HOME-126,1,104.48,USD,paid,,C1165
10405,2026-09-04 18:37:10,EU,web,grocery,LM-GROC-173,1,64.91,USD,paid,retarget,C1057
10406,2026-09-04 18:40:01,APAC,web,electronics,LM-ELEC-127,3,230.33,USD,refunded,affiliate,C1621
10407,2026-09-04 19:09:50,eu ,app,grocery,LM-GROC-179,1,59.28,USD,paid,,C1270
10408,2026-09-04 07:24:24,EU,web,beauty,LM-BEAU-102,2,146.6,USD,paid,retarget,C1535
10409,2026-09-04 03:11:30,eu ,web,sports,LM-SPRT-168,2,199.84,USD,refunded,,C1770
10410,2026-09-04 00:57:49, us,store,grocery,LM-GROC-147,1,217.31,USD,refunded,spring_push,C1714
10411,2026-09-04 11:37:51,eu ,web,electronics,LM-ELEC-154,2,191.28,USD,paid,retarget,C1260
10412,2026-09-04 13:16:12,US,web,electronics,LM-ELEC-173,1,74.08,USD,refunded,,C1120
10413,2026-09-04 13:23:06,EU,store,grocery,LM-GROC-183,1,167.72,USD,paid,,C1259
10414,2026-09-04 08:43:25,EU,store,sports,LM-SPRT-170,2,139.22,USD,refunded,,C1494
10415,2026-09-04 18:22:49, us,app,sports,LM-SPRT-184,3,120.49,USD,paid,spring_push,C1765
10416,2026-09-04 10:51:35,eu ,web,electronics,LM-ELEC-120,1,58.15,USD,paid,affiliate,C1987
10417,2026-09-04 13:05:04,APAC,app,home,LM-HOME-147,,117.69,USD,refunded,spring_push,C1623
,2026-09-04 09:45:38,US,app,grocery,LM-GROC-181,2,150.63,USD,refunded,affiliate,C1449
10419,2026-09-04 16:33:44,EU,app,sports,LM-SPRT-186,1,53.58,USD,refunded,spring_push,C1368
10420,2026-09-04 12:22:42, us,store,home,LM-HOME-175,1,N/A,USD,paid,retarget,C1530
10421,2026-09-04 17:58:37,APAC,marketplace,home,LM-HOME-135,1,135.73,USD,cancelled,retarget,C1620
10422,2026-09-04 05:26:32,US,web,grocery,LM-GROC-164,2,141.59,USD,paid,organic,C1348
10423,2026-09-04 08:44:28, us,store,sports,LM-SPRT-198,1,211.32,USD,refunded,retarget,C1775
10424,2026-09-04 15:07:16,US,store,grocery,LM-GROC-181,2,216.05,USD,paid,retarget,C1693
10425,2026-09-04 17:00:44,APAC,app,beauty,LM-BEAU-136,2,229.69,USD,refunded,spring_push,C1408
10426,2026-09-04 15:20:22,EU,marketplace,beauty,LM-BEAU-123,1,136.88,USD,paid,retarget,C1510
10427,2026-09-04 07:12:53,EU,marketplace,electronics,LM-ELEC-119,1,210.54,USD,paid,spring_push,C1122
10428,2026-09-04 01:54:30,APAC,marketplace,grocery,LM-GROC-163,3,10.03,USD,refunded,,C1889
10429,2026-09-04 18:08:03,eu ,store,electronics,LM-ELEC-161,3,73.38,USD,paid,,C1033
10430,2026-09-04 22:33:29,APAC,web,grocery,LM-GROC-101,1,114.34,USD,paid,retarget,C1388
10431,2026-09-04 05:35:16,EU,marketplace,beauty,LM-BEAU-160,1,150.36,USD,paid,,C1351
10432,2026-09-04 11:23:54, us,marketplace,grocery,LM-GROC-157,2,57.24,USD,cancelled,retarget,C1585
10433,2026-09-04 08:51:15,eu ,store,sports,LM-SPRT-148,1,196.99,USD,cancelled,retarget,C1149
10434,2026-09-04 13:31:08,eu ,marketplace,electronics,LM-ELEC-162,2,195.01,USD,paid,organic,C1256
10435,2026-09-04 05:03:13,APAC,store,sports,LM-SPRT-180,1,100.73,USD,cancelled,spring_push,C1460
10436,2026-09-04 08:22:01, us,web,beauty,LM-BEAU-144,1,91.91,USD,refunded,,C1203
10437,2026-09-04 11:20:43,eu ,store,sports,LM-SPRT-199,1,235.22,USD,paid,affiliate,C1910
10438,2026-09-04 05:40:51,APAC,store,sports,LM-SPRT-180,1,115.86,USD,paid,,C1585
10439,2026-09-04 10:20:41,APAC,marketplace,home,LM-HOME-177,1,46.0,USD,paid,affiliate,C1277
10440,2026-09-04 13:10:11,US,app,beauty,LM-BEAU-193,3,129.1,USD,paid,retarget,C1677
10441,2026-09-04 03:04:59, us,web,home,LM-HOME-103,1,47.14,USD,paid,affiliate,C1536
10442,2026-09-04 02:41:59, us,marketplace,home,LM-HOME-129,1,69.26,USD,paid,retarget,C1755
10443,2026-09-04 00:02:42,APAC,marketplace,electronics,LM-ELEC-160,1,130.44,USD,paid,affiliate,C1998
10444,2026-09-04 17:11:37,eu ,store,beauty,LM-BEAU-180,3,111.48,USD,cancelled,,C1445
10445,2026-09-04 17:14:51,US,store,sports,LM-SPRT-139,1,218.92,USD,paid,organic,C1422
10446,2026-09-04 11:18:30,eu ,web,beauty,LM-BEAU-188,1,8.52,USD,paid,affiliate,C1969
10447,2026-09-04 19:14:50,US,marketplace,beauty,LM-BEAU-124,1,185.8,USD,paid,affiliate,C1903
10448,2026-09-04 20:24:53, us,app,grocery,LM-GROC-133,1,46.3,USD,cancelled,spring_push,C1432
10449,2026-09-04 08:18:41,eu ,marketplace,sports,LM-SPRT-152,3,195.45,USD,cancelled,retarget,C1873
10450,2026-09-04 19:28:17,eu ,store,electronics,LM-ELEC-124,1,34.05,USD,paid,organic,C1019
,2026-09-04 09:17:08, us,web,sports,LM-SPRT-129,1,51.54,USD,paid,spring_push,C1154
10452,2026-09-04 11:29:44,US,marketplace,electronics,LM-ELEC-110,1,105.79,USD,paid,retarget,C1057
10453,2026-09-04 06:57:53,APAC,store,grocery,LM-GROC-101,1,134.25,USD,paid,spring_push,C1997
10454,2026-09-04 07:47:02,EU,store,electronics,LM-ELEC-194,2,187.04,USD,paid,spring_push,C1533
10455,2026-09-04 10:10:40,US,web,electronics,LM-ELEC-132,2,98.58,USD,paid,affiliate,C1653
10456,2026-09-04 03:15:40, us,marketplace,beauty,LM-BEAU-101,1,208.44,USD,paid,retarget,C1813
10457,2026-09-04 01:37:50, us,app,home,LM-HOME-147,2,191.19,USD,paid,spring_push,C1254
10458,2026-09-04 01:03:22,EU,web,home,LM-HOME-116,3,86.84,USD,cancelled,affiliate,C1238
10459,2026-09-04 23:12:01, us,marketplace,sports,LM-SPRT-192,1,194.98,USD,paid,retarget,C1256
10460,2026-09-04 22:31:12,eu ,app,grocery,LM-GROC-169,2,137.91,USD,refunded,organic,C1331
10461,2026-09-04 05:04:33,EU,store,beauty,LM-BEAU-137,3,220.2,USD,refunded,organic,C1554
10462,2026-09-04 00:39:54,APAC,app,home,LM-HOME-141,3,96.25,USD,paid,spring_push,C1674
10463,2026-09-04 17:09:39,APAC,marketplace,grocery,LM-GROC-152,1,129.82,USD,paid,organic,C1113
10464,2026-09-04 05:55:02,EU,web,home,LM-HOME-162,,201.85,USD,paid,retarget,C1101
10465,2026-09-04 18:16:03,APAC,app,grocery,LM-GROC-177,2,130.23,USD,cancelled,spring_push,C1013
10466,2026-09-04 14:51:40,US,marketplace,electronics,LM-ELEC-171,2,223.43,USD,paid,affiliate,C1841
10467,2026-09-04 23:04:53,APAC,web,home,LM-HOME-127,3,70.04,USD,paid,,C1099
10468,2026-09-04 16:42:15,eu ,app,electronics,LM-ELEC-171,3,97.7,USD,paid,,C1425
10469,2026-09-04 21:27:56,US,app,sports,LM-SPRT-123,1,164.65,USD,cancelled,,C1411
10470,2026-09-04 11:57:20,eu ,marketplace,electronics,LM-ELEC-147,3,239.64,USD,paid,affiliate,C1782
10471,2026-09-04 06:24:49,eu ,marketplace,beauty,LM-BEAU-146,3,64.23,USD,refunded,affiliate,C1458
10472,2026-09-04 00:33:08,APAC,web,home,LM-HOME-138,1,236.05,USD,refunded,retarget,C1219
10473,2026-09-04 17:36:59,eu ,app,home,LM-HOME-112,1,221.27,USD,refunded,spring_push,C1471
10474,2026-09-04 07:14:16,APAC,web,electronics,LM-ELEC-173,1,93.48,USD,refunded,affiliate,C1582
10475,2026-09-04 15:52:57,eu ,web,home,LM-HOME-176,1,192.06,USD,paid,organic,C1038
10476,2026-09-04 10:22:56, us,store,sports,LM-SPRT-115,2,26.67,USD,paid,retarget,C1765
10477,2026-09-04 12:03:19,eu ,web,sports,LM-SPRT-140,1,155.24,USD,cancelled,,C1578
10478,2026-09-04 23:25:28,eu ,web,sports,LM-SPRT-128,1,43.97,USD,cancelled,affiliate,C1296
10479,2026-09-04 18:47:03,eu ,store,electronics,LM-ELEC-133,1,86.32,USD,paid,spring_push,C1408
10480,2026-09-04 15:25:41,eu ,app,electronics,LM-ELEC-171,1,119.83,USD,paid,,C1753
10481,2026-09-05 21:59:36,US,web,home,LM-HOME-185,1,188.32,USD,paid,affiliate,C1433
10482,2026-09-05 00:49:19,EU,marketplace,electronics,LM-ELEC-178,1,88.26,USD,cancelled,affiliate,C1638
10483,2026-09-05 04:48:46,US,web,home,LM-HOME-194,1,54.73,USD,paid,spring_push,C1248
10484,2026-09-05 03:19:28, us,web,electronics,LM-ELEC-142,1,11.68,USD,cancelled,retarget,C1757
10485,2026-09-05 17:30:39,EU,web,electronics,LM-ELEC-148,3,129.64,USD,paid,,C1927
10486,2026-09-05 06:50:44,eu ,marketplace,home,LM-HOME-106,1,47.93,USD,paid,affiliate,C1670
10487,2026-09-05 21:23:55,US,web,home,LM-HOME-137,2,161.38,USD,cancelled,affiliate,C1236
10488,2026-09-05 19:34:05,EU,app,sports,LM-SPRT-164,1,217.75,USD,paid,affiliate,C1574
10489,2026-09-05 09:21:31, us,app,home,LM-HOME-102,1,65.77,USD,refunded,organic,C1700
10490,2026-09-05 08:51:03,APAC,store,beauty,LM-BEAU-103,1,239.07,USD,refunded,,C1971
10491,2026-09-05 04:05:46, us,app,electronics,LM-ELEC-153,1,216.2,USD,cancelled,retarget,C1586
10492,2026-09-05 04:13:41,EU,app,beauty,LM-BEAU-117,3,84.73,USD,refunded,organic,C1705
10493,2026-09-05 20:59:36,EU,marketplace,sports,LM-SPRT-108,1,108.06,USD,paid,,C1545
10494,2026-09-05 23:01:48,APAC,store,home,LM-HOME-152,1,82.02,USD,paid,organic,C1453
10495,2026-09-05 04:11:01,eu ,marketplace,beauty,LM-BEAU-177,1,188.86,USD,paid,,C1627
10496,2026-09-05 02:44:49, us,app,electronics,LM-ELEC-164,1,167.63,USD,paid,,C1480
10497,2026-09-05 15:08:10,EU,app,beauty,LM-BEAU-104,1,205.77,USD,paid,affiliate,C1782
10498,2026-09-05 06:48:13,US,app,beauty,LM-BEAU-156,2,60.02,USD,cancelled,,C1501
10499,2026-09-05 19:47:52, us,marketplace,grocery,LM-GROC-150,1,107.48,USD,paid,,C1961
10500,2026-09-05 01:33:06, us,store,sports,LM-SPRT-105,3,130.09,USD,cancelled,retarget,C1531
10501,2026-09-05 01:12:18, us,store,home,LM-HOME-138,3,98.18,USD,cancelled,organic,C1472
10502,2026-09-05 16:57:09, us,store,beauty,LM-BEAU-111,3,221.26,USD,cancelled,,C1115
10503,2026-09-05 10:28:01,EU,store,sports,LM-SPRT-175,3,39.82,USD,paid,retarget,C1903
10504,2026-09-05 05:45:46,US,web,beauty,LM-BEAU-114,1,168.63,USD,cancelled,affiliate,C1649
10505,2026-09-05 19:10:24,eu ,store,sports,LM-SPRT-105,2,176.77,USD,refunded,retarget,C1934
10506,2026-09-05 22:03:26,APAC,marketplace,electronics,LM-ELEC-193,1,209.63,USD,paid,affiliate,C1295
10507,2026-09-05 19:48:16,US,store,home,LM-HOME-163,1,230.84,USD,paid,affiliate,C1556
,2026-09-05 21:30:29, us,store,sports,LM-SPRT-110,2,63.57,USD,refunded,,C1614
10509,2026-09-05 06:03:11,EU,web,sports,LM-SPRT-183,1,151.98,USD,refunded,organic,C1037
